"CNPJ","NOME","PROJETO","DATA","VALOR (R$)"
"***.07.240/****-10","SOBRAL & PALACIO PETROLEO LTDA","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","20/01/2017","1.429,91"
"***.07.240/****-43","SOBRAL & PALACIO PETROLEO LTDA","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","30/01/2017","339,10"
"***.07.240/****-43","SOBRAL & PALACIO PETROLEO LTDA","0101 - FCPC","20/01/2017","137,60"
"***.07.240/****-43","SOBRAL & PALACIO PETROLEO LTDA","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","20/01/2017","137,60"
"***.07.267/****-76","FEDERACAO DO COMERCIO DO ESTADO DO CEARA","0101 - FCPC","12/01/2017","215,03"
"***.07.272/****-31","UNIVERSIDADE FEDERAL DO CEARA","0101 - FCPC","26/01/2017","5.001,74"
"***.07.272/****-31","UNIVERSIDADE FEDERAL DO CEARA","3188 - CT - FCPC/UFC - MESTRADO PROFISSIONAL EM ECONOMIA DO SETOR PUBLICO","12/01/2017","3.600,00"
"***.07.272/****-31","UNIVERSIDADE FEDERAL DO CEARA","0101 - FCPC","05/01/2017","142.017,21"
"***.07.272/****-57","TECNO INDUSTRIA E COMERCIO DE COMPUTADORES","3045 - CV. APPLE/IFCE/FCPC - BEPID","19/01/2017","4.396,00"
"***.07.272/****-57","TECNO INDUSTRIA E COMERCIO DE COMPUTADORES","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","12/01/2017","2.500,00"
"***.07.294/****-53","GURGEL COMERCIAL DE MATERIAL PARA CONSTRUCAO LTDA","2607 - CT.BNDES/UFC/FCPC - CONSTRUÇÃO DO CPDM","03/01/2017","2.600,00"
"***.07.294/****-53","GURGEL COMERCIAL DE MATERIAL PARA CONSTRUCAO LTDA","3163 - FCPC ADM2","03/01/2017","1.400,00"
"***.07.341/****-14","SINDIONIBUS","0104 - FCPC - 124.176-1 - ENCARGOS","26/01/2017","10.700,80"
"***.07.341/****-14","SINDIONIBUS","0104 - FCPC - 124.176-1 - ENCARGOS","26/01/2017","2.263,80"
"***.07.341/****-14","SINDIONIBUS","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","26/01/2017","565,40"
"***.07.341/****-14","SINDIONIBUS","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","24/01/2017","565,40"
"***.07.341/****-14","SINDIONIBUS","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","20/01/2017","1.280,40"
"***.07.341/****-14","SINDIONIBUS","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","20/01/2017","484,00"
"***.07.341/****-14","SINDIONIBUS","2924 - CT - UFC/FCPC - IMPLANTACAO E OFERTA DOS CURSOS DE GRADUACAO DA UAB/UFC 2012","19/01/2017","3.484,80"
"***.07.341/****-14","SINDIONIBUS","2930 - CT - UFC/FCPC - ATENDIMENTO EDUCACIONAL ESPECIALIZADO - AEE","19/01/2017","242,00"
"***.07.341/****-14","SINDIONIBUS","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","19/01/2017","242,00"
"***.07.341/****-14","SINDIONIBUS","2831 - CV - FINEP/FCPC - RIMEC  IMPLANTAÇÃO E CONS. DA REDE TEMAT.INSUMO FARMACÊUTICO","18/01/2017","484,00"
"***.07.341/****-14","SINDIONIBUS","0101 - FCPC","18/01/2017","4.314,20"
"***.07.341/****-58","SINDICATO DOS CONTABILISTAS NO ESTADO DO CEARA","0101 - FCPC","31/01/2017","180,00"
"***.07.342/****-20","SODINE - SOCIEDADE DISTRIBUIDORA DO NORDESTE LTDA","0101 - FCPC","06/02/2017","867,00"
"***.07.342/****-20","SODINE - SOCIEDADE DISTRIBUIDORA DO NORDESTE LTDA","2925 - CT. FAIMER/FCPC - FAIMER","26/01/2017","952,04"
"***.07.342/****-20","SODINE - SOCIEDADE DISTRIBUIDORA DO NORDESTE LTDA","2962 - CV. INSTITUTO ATLÂNTICO/FCPC - PARTICIPAÇÃO NA RNP","24/01/2017","1.116,57"
"***.07.358/****-78","CEQUIMICA LTDA - EPP","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","25/01/2017","109,90"
"***.07.358/****-78","CEQUIMICA LTDA - EPP","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","13/01/2017","462,85"
"***.07.358/****-78","CEQUIMICA LTDA - EPP","3219 - CARTA FCPC/PROAQUA","02/01/2017","792,45"
"***.07.358/****-78","CEQUIMICA LTDA - EPP","3219 - CARTA FCPC/PROAQUA","02/01/2017","714,60"
"***.07.456/****-69","WF XIMENES - ME","2962 - CV. INSTITUTO ATLÂNTICO/FCPC - PARTICIPAÇÃO NA RNP","23/01/2017","1.508,60"
"***.07.456/****-69","WF XIMENES - ME","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","17/01/2017","278,00"
"***.07.532/****-86","APA COMERCIO DE PRODUTOS MED. HOSP. E LAB. LTDA. EPP","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","25/01/2017","240,00"
"***.07.792/****-65","CECOMIL COMERCIO E SERVICOS LTDA","0101 - FCPC","06/02/2017","5.267,52"
"***.07.792/****-82","FELLIPELLI INSTRUMENTOS DE DIAGNOSTICO E DESENVOLVIMENTO ORGANIZACIONAL","2925 - CT. FAIMER/FCPC - FAIMER","10/01/2017","9.570,63"
"***.07.792/****-82","FELLIPELLI INSTRUMENTOS DE DIAGNOSTICO E DESENVOLVIMENTO ORGANIZACIONAL","2925 - CT. FAIMER/FCPC - FAIMER","10/01/2017","5.198,68"
"***.07.815/****-54","ZARARTE TURISMO, AGENCIAMENTO, EVENTOS E CONSULTORIA LTDA -ME","2925 - CT. FAIMER/FCPC - FAIMER","01/02/2017","4.000,00"
"***.07.815/****-54","ZARARTE TURISMO, AGENCIAMENTO, EVENTOS E CONSULTORIA LTDA -ME","2925 - CT. FAIMER/FCPC - FAIMER","03/01/2017","4.000,00"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","02/02/2017","138,05"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","02/02/2017","68,10"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","30/01/2017","699,74"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","30/01/2017","729,94"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","30/01/2017","1.038,26"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","30/01/2017","1.090,49"
"***.07.954/****-52","SECRETARIA DA FAZENDA DO ESTADO DO CEARA","0101 - FCPC","30/01/2017","2.145,74"
"***.07.954/****-60","PREFEITURA MUNICIPAL DE FORTALEZA","0101 - FCPC","01/02/2017","623,05"
"***.07.954/****-60","PREFEITURA MUNICIPAL DE FORTALEZA","0101 - FCPC","30/01/2017","949,74"
"***.07.954/****-60","PREFEITURA MUNICIPAL DE FORTALEZA","0101 - FCPC","30/01/2017","761,71"
"***.07.954/****-60","PREFEITURA MUNICIPAL DE FORTALEZA","0101 - FCPC","30/01/2017","623,05"
"***.07.954/****-60","PREFEITURA MUNICIPAL DE FORTALEZA","0101 - FCPC","30/01/2017","960,32"
"***.08.152/****-00","C3M COPIAS COMERCIO DE EQUIP E MATERIAIS GRAFICOS LTDA EPP","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","26/01/2017","337,50"
"***.08.152/****-00","C3M COPIAS COMERCIO DE EQUIP E MATERIAIS GRAFICOS LTDA EPP","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","12/01/2017","450,00"
"***.08.152/****-00","C3M COPIAS COMERCIO DE EQUIP E MATERIAIS GRAFICOS LTDA EPP","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","12/01/2017","337,50"
"***.08.264/****-47","FC COMERCIO E SERVICOS DE COMUNICACAO LTDA - ME","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","17/01/2017","150,00"
"***.08.808/****-90","P&M COMERCIO E SERVICOS ELETRICOS E MECANICOS LTDA","3000 - TC -  PETROBRAS/FCPC-REVESTIMENTO DE SOLDAGEM","13/01/2017","450,00"
"***.08.920/****-18","GERDAN LOCACAO DE VEICULOS E SERVICOS LTDA","3202 - ACORDO RARE/UFC/FCPC - PROGRAMA PESCA PARA SEMPRE","30/01/2017","200,00"
"***.09.337/****-80","VALKA INDUSTRIA E COMERCIO DE CERCS LTDA-ME","3163 - FCPC - PROJETOS CULTURAIS","03/02/2017","6.071,00"
"***.09.550/****-34","ELAYELA COMERCIO E REPRESENTACAO COMERCIAL LTDA","3045 - CV - APPLE/IFCE/FCPC - PROJETO BEPiD","10/01/2017","53.200,00"
"***.09.675/****-80","CENTRAL DE NEGOCIOS COMERCIO DE EQUIPAMENTOS DE INFORMATICA","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","27/01/2017","1.260,00"
"***.09.675/****-80","CENTRAL DE NEGOCIOS COMERCIO DE EQUIPAMENTOS DE INFORMATICA","3216 - TC LENOVO/UFC/FCPC - DIAG CLOUD 2016","23/01/2017","1.260,00"
"***.09.675/****-80","CENTRAL DE NEGOCIOS COMERCIO DE EQUIPAMENTOS DE INFORMATICA","3225 - TC HITACHI/FCPC/UFC-HDS/OPENSTACK 2016","05/01/2017","1.919,00"
"***.09.675/****-80","CENTRAL DE NEGOCIOS COMERCIO DE EQUIPAMENTOS DE INFORMATICA","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","04/01/2017","1.600,00"
"***.09.675/****-80","CENTRAL DE NEGOCIOS COMERCIO DE EQUIPAMENTOS DE INFORMATICA","3224 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE DETECÇÃO DE FALHA SMART RMA F_2","04/01/2017","4.010,00"
"***.10.285/****-95","MJ COMERCIO E SERVICOS DE INFORMATICA E TELECOMUNICACOES LTDA - ME","3192 - UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS","13/01/2017","813,60"
"***.10.352/****-69","ENPECEL ENGENHARIA LTDA","2585 - CV.FINEP/UFC/FCPC-CTINFRA 09","06/01/2017","471.982,89"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","2423 - CV. ICC/FCPC - PARTICIPAÇÃO NA REDE NACIONAL DE ENSINO E PESQUISA","07/02/2017","1.272,20"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","0101 - FCPC","06/02/2017","672,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","2943 - CT EVONIK/FCPC - EFEITO BIOLOGICO DO MET EM CAMARÕES","01/02/2017","148,80"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","2943 - CT EVONIK/FCPC - EFEITO BIOLOGICO DO MET EM CAMARÕES","01/02/2017","237,90"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","0101 - FCPC","25/01/2017","450,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","23/01/2017","246,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","23/01/2017","66,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","3192 -  CT. UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS.","20/01/2017","1.266,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","16/01/2017","100,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","0101 - FCPC","16/01/2017","900,00"
"***.10.462/****-82","MAQUILAR COM MAQ ESC ASS TEC LTDA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","16/01/2017","479,20"
"***.10.662/****-99","HD MAIS DESENVOLVIMENTO DE SITES","2561- CARTA RADIO UNIVERSITARIA APOIO CULTURAL","18/01/2017","180,00"
"***.10.688/****-44","ENTE TECNOLOGIA EM GESTAO DE PESSOAS LTDA ME","0101 - FCPC","11/01/2017","418,69"
"***.11.088/****-66","INSTITUTO DA PRIMEIRA INFANCIA  - IPREDE","3094 - CT - FCPC/UFC FASE V DO PROGRAMA NACIONAL TELESSAUDE BRASIL REDES","27/01/2017","38.197,50"
"***.11.739/****-04","NAJA TURISMO LTDA","3146 - TC - PETROBRAS/UFC/FCPC-ONTOLOGIA DOS DADOS GEOLÓGICOS GERADOS EM POÇOS DE E&P","06/02/2017","1.688,75"
"***.11.739/****-04","NAJA TURISMO LTDA","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","06/02/2017","594,25"
"***.11.739/****-04","NAJA TURISMO LTDA","3000 - TC -  PETROBRAS/FCPC-REVESTIMENTO DE SOLDAGEM","01/02/2017","1.396,67"
"***.11.739/****-04","NAJA TURISMO LTDA","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","25/01/2017","1.445,91"
"***.11.739/****-04","NAJA TURISMO LTDA","3157 - CT IFCE/FCPC - PRESTAÇÃO DE SERVIÇOS-CURSO DE FORMAÇÃO DE ESPECIALISTA NA ÁREA DE ORIENTAÇÃO E MOBILIDADE","25/01/2017","4.177,63"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","25/01/2017","548,74"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","25/01/2017","727,97"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","25/01/2017","522,25"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","25/01/2017","1.276,71"
"***.11.739/****-04","NAJA TURISMO LTDA","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","23/01/2017","1.631,35"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","2.012,18"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","1.593,87"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","1.295,43"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","1.731,18"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","1.278,80"
"***.11.739/****-04","NAJA TURISMO LTDA","2943 - CT EVONIK/FCPC - EFEITO BIOLOGICO DO MET EM CAMARÕES","23/01/2017","342,88"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","416,91"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","943,34"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","1.721,45"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","23/01/2017","1.202,99"
"***.11.739/****-04","NAJA TURISMO LTDA","3187 - CT. FCPC/UFC - CURSO PACTO NACIONAL PELA ALFABETIZAÇÃO NA IDADE CERTA","23/01/2017","492,79"
"***.11.739/****-04","NAJA TURISMO LTDA","3201 - TC SMART/UFC/FCPC - DESENVOLVIMENTO DE UM SISTEMA DE AUTOMOÇÃO","23/01/2017","1.128,34"
"***.11.739/****-04","NAJA TURISMO LTDA","3184 - CT. FCPC/UFC - CURSO DE FORMAÇÃO CONTINUADA DE PROFESSORES E COORDENADORES PEDAGOGICOS DO ENSINO MEDIO","23/01/2017","1.643,51"
"***.11.739/****-04","NAJA TURISMO LTDA","3192 -  CT. UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS.","19/01/2017","1.665,31"
"***.11.739/****-04","NAJA TURISMO LTDA","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","19/01/2017","1.375,17"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","17/01/2017","609,72"
"***.11.739/****-04","NAJA TURISMO LTDA","3222 - CT. UFC/FCPC - CONCURSO PUBLICO P/SELEÇÃO DE SERVIDORES","17/01/2017","1.034,65"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","16/01/2017","854,65"
"***.11.739/****-04","NAJA TURISMO LTDA","2925 - CT. FAIMER/FCPC - FAIMER","10/01/2017","1.197,22"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","09/01/2017","1.150,89"
"***.11.739/****-04","NAJA TURISMO LTDA","0101 - FCPC","05/01/2017","522,25"
"***.11.739/****-04","NAJA TURISMO LTDA","3163 - FCPC ADM2","05/01/2017","2.826,04"
"***.11.739/****-04","NAJA TURISMO LTDA","3192 - UNESCO/UFC/FCPC - SERVIÇOS DE CONSULTORIA - COMPORTAMENTO, ATITUDES PRATICAS E PREVALENCIA DE VIRUS DA IMUNODEFICIÊNCIA HUMANA (HIV), SIFILIS E HEPATITE B E C ENTRE HOMENS QUE FAZEM SEXO COM HOMENS","02/01/2017","5.372,57"
"***.12.194/****-58","K P ALBUQUERQUE - ME","3209 - CT. UNICHRISTUS/FCPC-PRESTAÇÃO DE SERVIÇOS","07/02/2017","1.250,00"
"***.12.194/****-58","K P ALBUQUERQUE - ME","3209 - CT - UNICHRISTUS/FCPC-PRESTACAO DE SERVICOS","06/01/2017","1.250,00"
"***.12.368/****-05","PLUSFARMA PRODUTOS FARMACEUTICOS LTDA","3178 - CT.UFC/FCPC-FARMACIA ESCOLA","27/01/2017","1.352,83"
"***.12.825/****-66","EDITORA PRINTEX LTDA ME","3159 - CT - PREST. SERV. CSP/FCPC - OFICINAS, ENCONTROS TEMÁTICOS E/OU PALESTRAS","13/01/2017","18.400,00"
"***.13.009/****-09","JL INDUSTRIA DE PLACAS - EPP","3073 - CT - CNPEM/FCPC-SERVIÇOS DE SOLDAGEM EM AÇO INOXIDAVEL","01/02/2017","426,00"
"***.13.063/****-02","HC EVENTOS E TURISMO LTDA","0101 - FCPC","01/02/2017","2.700,00"
"***.13.311/****-05","PLATINUM METAIS COEMRCIAL LTDA","3210 - CT. INVIVO/FCPC","10/01/2017","578,77"
"***.13.311/****-05","PLATINUM METAIS COEMRCIAL LTDA","3210 - CT. INVIVO/FCPC","10/01/2017","2.359,63"
"***.13.311/****-05","PLATINUM METAIS COEMRCIAL LTDA","3210 - CT. INVIVO/FCPC","09/01/2017","3.216,10"
"***.13.344/****-08","AQUATIK INTELIGENCIA E SERVICO ESPEC EM AQUATICULTURA LTDA","3254 - CT. ZEIGLER/FCPC","01/02/2017","6.100,00"
"***.13.344/****-08","AQUATIK INTELIGENCIA E SERVICO ESPEC EM AQUATICULTURA LTDA","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","02/01/2017","6.100,00"
"***.14.527/****-00","VALMIR PONTES ALCIMOR ROCHA SOCIEDADE SOCIEDADE DE ADVOGADOS","0101 - FCPC","03/01/2017","10.000,00"
"***.14.677/****-45","JOSE MOISES FELIX DOS SANTOS","2925 - CT. FAIMER/FCPC - FAIMER","30/01/2017","590,00"
"***.15.246/****-43","ESPEDITO DANIEL SOUZA LIMA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","07/12/2017","1.250,00"
"***.15.246/****-43","ESPEDITO DANIEL SOUZA LIMA","0101 - FCPC","08/02/2017","880,00"
"***.15.246/****-43","ESPEDITO DANIEL SOUZA LIMA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","06/01/2017","1.250,00"
"***.15.246/****-43","ESPEDITO DANIEL SOUZA LIMA","3205 - TC LANDIS/UFC/FCPC - FERRAMENTAS DE SUPORTE A SISTEMA DE MEDIÇÃO INTELIGENTE DE ENERGIA","06/01/2017","80,00"
"***.15.246/****-43","ESPEDITO DANIEL SOUZA LIMA","0101 - FCPC","06/01/2017","880,00"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3187 - CT. FCPC/UFC - CURSO PACTO NACIONAL PELA ALFABETIZAÇÃO NA IDADE CERTA","07/02/2017","61,06"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3187 - CT. FCPC/UFC - CURSO PACTO NACIONAL PELA ALFABETIZAÇÃO NA IDADE CERTA","07/02/2017","127,38"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3187 - CT. FCPC/UFC - CURSO PACTO NACIONAL PELA ALFABETIZAÇÃO NA IDADE CERTA","07/02/2017","115,54"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","03/02/2017","184,23"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3187 - CT. FCPC/UFC - CURSO PACTO NACIONAL PELA ALFABETIZAÇÃO NA IDADE CERTA","03/02/2017","63,64"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","02/02/2017","91,20"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","02/02/2017","285,28"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3184 - CT. FCPC/UFC - CURSO DE FORMAÇÃO CONTINUADA DE PROFESSORES E COORDENADORES PEDAGOGICOS DO ENSINO MEDIO","02/02/2017","45,55"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","02/02/2017","865,97"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3184 - CT. FCPC/UFC - CURSO DE FORMAÇÃO CONTINUADA DE PROFESSORES E COORDENADORES PEDAGOGICOS DO ENSINO MEDIO","24/01/2017","35,94"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3183 - CT. FCPC/UFC - CURSO DE FORMAÇAO DE PROFESSORES DA SECADI/MEC","24/01/2017","91,38"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","24/01/2017","1.124,99"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","24/01/2017","492,94"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","24/01/2017","100,38"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","18/01/2017","288,08"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3022 - CT.UFC/FCPC - CURSO DE ESPECIALIZAÇÃO EM SAUDE DA FAMILIA","12/01/2017","285,28"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","12/01/2017","500,66"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","10/01/2017","747,51"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","04/01/2017","615,24"
"***.16.417/****-21","RS TURISMO E EVENTOS LTDA","3239 - CT - UFC/FCPC - PARFOR","04/01/2017","174,46"
"***.16.571/****-69","JAB COMERCIO E DISTR. DE ELETRO E ELETRONICO LTDA","2943 - CT - EVONIK/FCPC - EFEITO BIOLOGICO DO MetMet EM CA","16/01/2017","169,00"
"***.16.571/****-69","JAB COMERCIO E DISTR. DE ELETRO E ELETRONICO LTDA","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","09/01/2017","220,00"
"***.16.571/****-69","JAB COMERCIO E DISTR. DE ELETRO E ELETRONICO LTDA","3219 - CARTA FCPC/PROAQUA","05/01/2017","154,00"
"***.17.507/****-15","LUCAS FERREIRA DA SILVA - ME","3143 - TC - LG/UFC/FCPC - MOBILE, TOOLS & CAS","04/01/2017","210,00"
"***.18.538/****-87","CONDOMINIO PREMIUM","0101 - FCPC","25/01/2017","834,34"
"***.18.538/****-87","CONDOMINIO PREMIUM","0101 - FCPC","25/01/2017","569,49"
"***.18.538/****-87","CONDOMINIO PREMIUM","0101 - FCPC","25/01/2017","829,02"
"***.18.538/****-87","CONDOMINIO PREMIUM","0101 - FCPC","25/01/2017","654,06"
"***.18.942/****-03","PREMIUM TERCEIRIZACAO E RECURSOS HUMANOS EIRELI ME","0101 - FCPC","13/01/2017","2.500,00"
"***.21.100/****-58","DOUGLAS DE PAULA ARAGAO 65211464320","3035 - CT - UFC/FCPC-CASA AMARELA-CINEMA VIDEO E FOTOGRAFIA 2014.1","25/01/2017","7.000,00"
"***.21.432/****-49","ALEXANDRE DA SILVA RIBEIRO-ME","0101 - FCPC","09/01/2017","900,00"
"***.21.671/****-43","VICTOR BRUNO RODRIGUES PARENTE","3118 - CT IFCE/FCPC - ACESSO A RNP","31/01/2017","3.600,00"
"***.22.264/****-01","MARQUES & HOLANDA ADVOGADOS ASSOCIADOS","0101 - FCPC","06/02/2017","7.500,00"
"***.22.264/****-01","MARQUES & HOLANDA ADVOGADOS ASSOCIADOS","0101 - FCPC","10/01/2017","7.500,00"
"***.23.145/****-40","BRUNNO LEVI DE SOUSA MAGALHAES","3035 - CT - UFC/FCPC-CASA AMARELA-CINEMA VIDEO E FOTOGRAFIA 2014.1","18/01/2017","2.100,00"
"***.23.490/****-01","CONSELHO REGIONAL DE ECONOMIA 8A. REGIAO-CE","0101 - FCPC","12/01/2017","76,69"
"***.23.490/****-01","CONSELHO REGIONAL DE ECONOMIA 8A. REGIAO-CE","0101 - FCPC","12/01/2017","545,87"
